token,pos,Abbreviation,dates
-,SYM,,[]
3420,NUM,,[]
Referred,VERB,,[]
:,PUNCT,,[]
02/02/24,PUNCT,,[]
Clinical,ADJ,,[]
Notes,PROPN,,[]
:,PUNCT,,[]
diabtetic,ADJ,,[]
urticaria,PROPN,,[]
BIOCHEMISTRY,PROPN,,[]
LIPID,PROPN,,[]
STUDIES,VERB,,[]
SPECIMEN,PROPN,,[]
:,PUNCT,,[]
SERUM,NOUN,,[]
Date,NOUN,,[]
:,PUNCT,,[]
05/02/24,PUNCT,,[]
07/12/22,ADP,,[]
10/06/21,PUNCT,,[]
Coll,PROPN,,[]
.,PUNCT,,[]
Time,NOUN,,[]
:,PUNCT,,[]
08:45,NUM,,[]
08:30,NUM,,[]
09:00,NUM,,[]
Desirable,PROPN,,[]
Range,NOUN,,[]
Lab,NOUN,,[]
Number,NOUN,,[]
:,PUNCT,,[]
Faating,VERB,,[]
Status,PROPN,,[]
Fasting,PROPN,,[]
Faating,VERB,,[]
Fasting,VERB,,[]
Total,PROPN,,[]
Chol,PROPN,,[]
.,PUNCT,,[]
*,PUNCT,,[]
6.0,NUM,,[]
*,PUNCT,,[]
6.23,NUM,,[]
*,NOUN,,[]
6.2,NUM,,[]
(,PUNCT,,[]
«,PROPN,,[]
5.6,NUM,,[]
),PUNCT,,[]
mmol,PROPN,,[]
/,PUNCT,,[]
HDL,PROPN,,[]
Chel,PROPN,,[]
.,PUNCT,,[]
*,PUNCT,,[]
1.1,NUM,,[]
1.1,NUM,,[]
*,SYM,,[]
1.0,NUM,,[]
(,PUNCT,,[]
>,X,,[]
1.1,NUM,,[]
),PUNCT,,[]
mmol,PROPN,,[]
/,PUNCT,,[]
LDL,PROPN,,[]
Chel,PROPN,,[]
.,PUNCT,,[]
*,PUNCT,,[]
3.7,NUM,,[]
*,NUM,,[]
3.9,NUM,,[]
*,PUNCT,,[]
"4,3",NUM,,[]
(,PUNCT,,[]
x,SYM,,[]
3.1,NUM,,[]
),PUNCT,,[]
mmol,PROPN,,[]
/,PUNCT,,[]
Non,PROPN,,[]
-,PROPN,,[]
HDL,PROPN,,[]
Chel,PROPN,,[]
.,PUNCT,,[]
*,PUNCT,,[]
4.9,NUM,,[]
*,PUNCT,,[]
5.1,NUM,,[]
*,NUM,,[]
5.2,NUM,,[]
(,PUNCT,,[]
x,NOUN,,[]
4.1,NUM,,[]
),PUNCT,,[]
mmol,PROPN,,[]
/,PUNCT,,[]
Triglyceride,INTJ,,[]
*,PROPN,,[]
2.6,NUM,,[]
*,PUNCT,,[]
2.7,NUM,,[]
=,SYM,,[]
*,NOUN,,[]
2.0,NUM,,[]
(,PUNCT,,[]
<,X,,[]
2.1,NUM,,[]
),PUNCT,,[]
mmol,PROPN,,[]
/,PUNCT,,[]
LDL,PROPN,,[]
/,SYM,,[]
HDL,PROPN,,[]
Ratio,PROPN,,[]
3.4,NUM,,[]
3.6,NUM,,[]
4.3,NUM,,[]
Chol,PROPN,,[]
/,SYM,,[]
HDL,PROPN,,[]
Ratio,PROPN,,[]
5.4,NUM,,[]
5.6,NUM,,[]
6.2,NUM,,[]
86820229,NUM,,[]
History,NOUN,,[]
of,ADP,,[]
Diabetes,PROPN,,[]
.,PUNCT,,[]
Interpret,VERB,,[]
in,ADP,,[]
conjunction,NOUN,,[]
with,ADP,,[]
other,ADJ,,[]
cardiovascular,ADJ,,[]
risk,NOUN,,[]
factors,NOUN,,[]
or,CCONJ,,[]
treatment,NOUN,,[]
targeta,NOUN,,[]
.,PUNCT,,[]
Recommended,VERB,,[]
targeta,NOUN,,[]
for,ADP,,[]
high,ADJ,,[]
riak,PROPN,,[]
patients,NOUN,,[]
are,AUX,,[]
Total,ADJ,,[]
cholesterol,NOUN,,[]
<,X,,[]
«,PUNCT,,[]
4.0,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
HDL,PROPN,,[]
Cholesterol,PROPN,,[]
>,X,,[]
1.0,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
LDL,PROPN,,[]
Cholesterol,PROPN,,[]
=,PROPN,,[]
<,X,,[]
2.5,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
(,PUNCT,,[]
<,X,,[]
1.8,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
for,ADP,,[]
very,ADV,,[]
high,ADJ,,[]
risk,NOUN,,[]
),PUNCT,,[]
Non,PROPN,,[]
-,PROPN,,[]
HDL,PROPN,,[]
Cholesterol,PROPN,,[]
“,PUNCT,,[]
=,SYM,,[]
3.3,NUM,,[]
mmol,NOUN,,[]
/,SYM,,[]
L,PROPN,,[]
(,PUNCT,,[]
<,X,,[]
«,X,,[]
2.5,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
for,ADP,,[]
very,ADV,,[]
high,ADJ,,[]
risk,NOUN,,[]
),PUNCT,,[]
Fasting,VERB,,[]
triglycerides,NOUN,,[]
<,X,,[]
2.0,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
Lipid,NOUN,,[]
ranges,VERB,,[]
and,CCONJ,,[]
targets,NOUN,,[]
are,AUX,,[]
from,ADP,,[]
the,DET,,[]
AACB,PROPN,,[]
Guideline,PROPN,,[]
for,ADP,,[]
Harmonised,PROPN,,[]
Lipi,PROPN,,[]
Reporting,VERB,,[]
(,PUNCT,,[]
2018,NUM,,[]
),PUNCT,,[]
Target,NOUN,,[]
values,NOUN,,[]
need,VERB,,[]
to,PART,,[]
be,AUX,,[]
individualised,VERB,,[]
based,VERB,,[]
on,ADP,,[]
clinical,ADJ,,[]
assesament,NOUN,,[]
of,ADP,,[]
overall,ADJ,,[]
risk,NOUN,,[]
.,PUNCT,,[]
See,VERB,,[]
the,DET,,[]
AusCVD,ADJ,,[]
Risk,NOUN,,[]
calculator,NOUN,,[]
at,ADP,,[]
www.cvdcheck.org.au,PROPN,,[]
CRP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GLS,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GHB,PROPN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
OHD,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
RAS,PROPN,,[]
-,PUNCT,,[]
W,PROPN,,[]
",",PUNCT,,[]
B12,PROPN,vitB12,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ESR,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
FBE,NOUN,,[]
-,PUNCT,,[]
"R,1I5",NOUN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
LIP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ECU,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
LET-+4++4,PROPN,,[]
+,ADP,,[]
Page,NOUN,,[]
:,PUNCT,,[]
5,NUM,,[]
of,ADP,,[]
7,NUM,,[]
REMOVED,PROPN,,[]
Peghy,NOUN,,[]
«,PUNCT,,[]
Ao,PROPN,,[]
G4,PROPN,,[]
AG,PROPN,,[]
+49,NOUN,,[]
554,NUM,,[]
—,PUNCT,,[]
>,X,,[]
CLINICAL,PROPN,,[]
LABORATORIE,PROPN,,[]
Page,PROPN,,[]
HHo,VERB,,[]
lj,INTJ,,[]
*,PUNCT,,[]
I,PRON,I2,[]
",",PUNCT,,[]
mMnica,PROPN,,[]
LABORATORY,PROPN,,[]
3427,NUM,,[]
-,SYM,,[]
3420,NUM,,[]
Referred,VERB,,[]
:,PUNCT,,[]
02/02/24,PUNCT,,[]
Clinical,ADJ,,[]
Notes,PROPN,,[]
:,PUNCT,,[]
diabtetic,ADJ,,[]
urticaria,PROPN,,[]
BIOCHEMISTRY,PROPN,,[]
LRON,PROPN,,[]
STUDIES,VERB,,[]
SPECIMEN,PROPN,,[]
:,PUNCT,,[]
SHRUM,NOUN,,[]
Date,NOUN,,[]
:,PUNCT,,[]
05/02/24,NOUN,,[]
10/06/21,PUNCT,,[]
Coll,PROPN,,[]
.,PUNCT,,[]
Time,NOUN,,[]
:,PUNCT,,[]
O8:45,PROPN,,[]
09:00,NUM,,[]
Lab,NOUN,,[]
Number,NOUN,,[]
:,PUNCT,,[]
Tron,PROPN,,[]
14.6,NUM,,[]
*,NOUN,,[]
8.7,NUM,,[]
(,PUNCT,,[]
10.0,NUM,,[]
-,SYM,,[]
30.0,NUM,,[]
),PUNCT,,[]
umol/,NUM,,[]
Transferrin,PROPN,TFER,[]
2.64,NUM,,[]
2.56,NUM,,[]
(,PUNCT,,[]
2.10,NUM,,[]
-,SYM,,[]
3.80,NUM,,[]
),PUNCT,,[]
g,PROPN,,[]
/,SYM,,[]
L,NOUN,,[]
Saturation,NOUN,,[]
22,NUM,,[]
*,SYM,,[]
14,NUM,,[]
(,PUNCT,,[]
15,NUM,,[]
-,SYM,,[]
45,NUM,,[]
},PUNCT,,[]
%,NOUN,,[]
Ferritin,NOUN,FERR,[]
*,PROPN,,[]
26,NUM,,[]
*,SYM,,[]
28,NUM,,[]
(,PUNCT,,[]
30,NUM,,[]
-,SYM,,[]
300,NUM,,[]
),PUNCT,,[]
ug,ADP,,[]
/L,PUNCT,,[]
86820229,NUM,,[]
Iron,PROPN,Fe3+,[]
studies,NOUN,,[]
are,AUX,,[]
consistent,ADJ,,[]
with,ADP,,[]
iron,NOUN,,[]
deficiency,NOUN,,[]
.,PUNCT,,[]
BIOCHEMISTRY,PROPN,,[]
VITAMIN,NOUN,,[]
Bl2,NOUN,,[]
AND,CCONJ,,[]
FOLATE,VERB,,[]
SPECIMEN,PROPN,,[]
:,PUNCT,,[]
SERUM,PROPN,,[]
/,SYM,,[]
BLOOD,PROPN,,[]
Date,NOUN,,[]
:,PUNCT,,[]
05/02/24,NOUN,,[]
10/06/21,PUNCT,,[]
Time,NOUN,,[]
:,PUNCT,,[]
08:45,NUM,,[]
09:00,NUM,,[]
Lab,NOUN,,[]
Number,NOUN,,[]
:,PUNCT,,[]
Vitamin,PROPN,,[]
B12,PROPN,vitB12,[]
412,NUM,,[]
526,NUM,,[]
pmol,NOUN,,[]
/,SYM,,[]
L,NOUN,,[]
Folate,VERB,vitB9,[]
>,X,,[]
54.5,NUM,,[]
nmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
86820229,NUM,,[]
Normal,ADJ,,[]
Bl2,NOUN,,[]
result,VERB,,[]
.,PUNCT,,[]
RANGES,PROPN,,[]
Biz,PROPN,,[]
Serum,PROPN,,[]
Folate,PROPN,vitB9,[]
Red,PROPN,,[]
Cell,PROPN,,[]
Folate,PROPN,vitB9,[]
Normal,ADJ,,[]
>,X,,[]
180,NUM,,[]
>,SYM,,[]
10.90,NUM,,[]
>,X,,[]
450,NUM,,[]
Equivocal,ADJ,,[]
150,NUM,,[]
-,PUNCT,,[]
180,NUM,,[]
8.0,NUM,,[]
-,PUNCT,,[]
10.0,NUM,,[]
350,NUM,,[]
-,SYM,,[]
450,NUM,,[]
Deficient,ADJ,,[]
«,PUNCT,,[]
150,NUM,,[]
-,PUNCT,,[]
«,PUNCT,,[]
5.0,NUM,,[]
«,PUNCT,,[]
350,NUM,,[]
Vitamin,NOUN,,[]
Bl2,NOUN,,[]
and,CCONJ,,[]
Folate,PROPN,vitB9,[]
analyses,NOUN,,[]
are,AUX,,[]
performed,VERB,,[]
on,ADP,,[]
the,DET,,[]
Siemena,PROPN,,[]
Centaur/,NOUN,,[]
Atellica,PROPN,,[]
.,PUNCT,,[]
CRP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GLS,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GHB,PROPN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
OHD,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
RAS,PROPN,,[]
-,PUNCT,,[]
W,PROPN,,[]
",",PUNCT,,[]
B12,PROPN,vitB12,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ESR,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
FBE,NOUN,,[]
-,PUNCT,,[]
"R,1I5",NOUN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
LIP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ECU,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
LET-+4++4,PROPN,,[]
+,ADP,,[]
Page,NOUN,,[]
:,PUNCT,,[]
6,NUM,,[]
of,ADP,,[]
7,NUM,,[]
REMOVED,PROPN,,[]
Peabo,PROPN,,[]
64,NUM,,[]
AG,PROPN,,[]
:,PUNCT,,[]
58,NUM,,[]
+,CCONJ,,[]
BB,PROPN,,[]
—,PUNCT,,[]
>,X,,[]
CLINICAL,PROPN,,[]
LABORATURIE,PROPN,,[]
Page,PROPN,,[]
HH,PROPN,,[]
?,PUNCT,,[]
lj,INTJ,,[]
*,PUNCT,,[]
I,PRON,I2,[]
",",PUNCT,,[]
mMnica,PROPN,,[]
LABORATORY,PROPN,,[]
3427,NUM,,[]
-,SYM,,[]
3420,NUM,,[]
Referred,VERB,,[]
:,PUNCT,,[]
02/02/24,PUNCT,,[]
Clinical,ADJ,,[]
Notes,PROPN,,[]
:,PUNCT,,[]
diabtetic,ADJ,,[]
urticaria,PROPN,,[]
ENDOCRINOLOGY,NOUN,,[]
THYROID,NOUN,,[]
FUNCTION,NOUN,,[]
TEST,NOUN,,[]
SPECIMEN,PROPN,,[]
:,PUNCT,,[]
SERUM,NOUN,,[]
Date,NOUN,,[]
:,PUNCT,,[]
05/02/24,PUNCT,,[]
07/12/22,ADP,,[]
10/06/21,PUNCT,,[]
Coll,PROPN,,[]
.,PUNCT,,[]
Time,NOUN,,[]
:,PUNCT,,[]
08:45,NUM,,[]
08:30,NUM,,[]
09:00,NUM,,[]
Lab,NOUN,,[]
Number,NOUN,,[]
:,PUNCT,,[]
TSH,PROPN,,[]
2.37,NUM,,[]
2.31,NUM,,[]
2.30,NUM,,[]
(,PUNCT,,[]
0.40,NUM,,[]
-,PUNCT,,[]
"4,.00)mIU",PROPN,,[]
/,SYM,,[]
L,NOUN,,[]
868202295,NUM,,[]
Normal,ADJ,,[]
TSH,PROPN,,[]
level,NOUN,,[]
.,PUNCT,,[]
BLOCHEMISTRY,NOUN,,[]
VITAMIN,PROPN,,[]
D,PROPN,,[]
SPECIMEN,PROPN,,[]
:,PUNCT,,[]
SEHEREUM,PROPN,,[]
25,NUM,,[]
-,PUNCT,,[]
hydroxy,NOUN,,[]
REMOVED,PROPN,,[]
86820229,NUM,,[]
Within,ADP,,[]
normal,ADJ,,[]
limita,NOUN,,[]
.,PUNCT,,[]
Interpretation,NOUN,,[]
:,PUNCT,,[]
Vitamin,NOUN,,[]
D,ADJ,,[]
deficiency,NOUN,,[]
<,X,,[]
50,NUM,,[]
nmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
Severe,ADJ,,[]
deficiency,NOUN,,[]
<,X,,[]
20,NUM,,[]
nmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
COMMENT,NOUN,,[]
:,PUNCT,,[]
Vitamin,NOUN,,[]
D,ADJ,,[]
sufficiency,NOUN,,[]
is,AUX,,[]
defined,VERB,,[]
as,ADP,,[]
greater,ADJ,,[]
than,ADP,,[]
or,CCONJ,,[]
equal,ADJ,,[]
to,ADP,,[]
50,NUM,,[]
nmol,NOUN,,[]
/,SYM,,[]
L,PROPN,,[]
at,ADP,,[]
the,DET,,[]
end,NOUN,,[]
of,ADP,,[]
winter,NOUN,,[]
(,PUNCT,,[]
level,NOUN,,[]
may,AUX,,[]
need,VERB,,[]
to,PART,,[]
be,AUX,,[]
10,NUM,,[]
-,SYM,,[]
20,NUM,,[]
nmol,NOUN,,[]
/,SYM,,[]
L,PROPN,,[]
highe,PROPN,,[]
at,ADP,,[]
the,DET,,[]
end,NOUN,,[]
of,ADP,,[]
gummer,NOUN,,[]
),PUNCT,,[]
.,PUNCT,,[]
Reference,NOUN,,[]
:,PUNCT,,[]
Position,PROPN,,[]
Statement,PROPN,,[]
.,PUNCT,,[]
Vitamin,NOUN,,[]
D,PROPN,,[]
and,CCONJ,,[]
Health,PROPN,,[]
in,ADP,,[]
Adults,NOUN,,[]
in,ADP,,[]
Australia,PROPN,,[]
and,CCONJ,,[]
New,PROPN,,[]
Zealand,PROPN,,[]
.,PUNCT,,[]
"MJA,196(11",PROPN,,[]
):,PUNCT,,[]
686,NUM,,[]
-,SYM,,[]
687,NUM,,[]
",",PUNCT,,[]
2012,NUM,,[]
.,PUNCT,,[]
CRP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GLS,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GHB,PROPN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
OHD,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
RAS,PROPN,,[]
-,PUNCT,,[]
W,PROPN,,[]
",",PUNCT,,[]
B12,PROPN,vitB12,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ESR,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
FBE,NOUN,,[]
-,PUNCT,,[]
"R,1I5",NOUN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
LIP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ECU,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
LET-+4++4,PROPN,,[]
+,ADP,,[]
Page,NOUN,,[]
:,PUNCT,,[]
7,NUM,,[]
of,ADP,,[]
7,NUM,,[]
REMOVED,PROPN,,[]
