token,pos,Abbreviation,dates
.,PUNCT,,[]
Further,ADJ,,[]
assessment,NOUN,,[]
through,ADP,,[]
Liposcreen,PROPN,,[]
LDL,PROPN,,[]
(,PUNCT,,[]
Lipid,PROPN,,[]
),PUNCT,,[]
Subfractions,NOUN,,[]
to,PART,,[]
determine,VERB,,[]
any,DET,,[]
other,ADJ,,[]
lipid,ADJ,,[]
anomalies,NOUN,,[]
.,PUNCT,,[]
ELEVATED,PROPN,,[]
NON,PROPN,,[]
-,PROPN,,[]
HDL,PROPN,,[]
CHOLESTEROL,PROPN,,[]
LEVEL,NOUN,,[]
:,PUNCT,,[]
Non,PROPN,,[]
-,ADJ,,[]
HDL,PROPN,,[]
cholesterol,NOUN,,[]
surpasses,VERB,,[]
LDL,PROPN,,[]
cholesterol,NOUN,,[]
as,ADP,,[]
a,DET,,[]
risk,NOUN,,[]
factor,NOUN,,[]
for,ADP,,[]
CVD,PROPN,,[]
.,PUNCT,,[]
Increased,VERB,,[]
non,ADJ,,[]
-,ADJ,,[]
HDL,PROPN,,[]
Cholesterol,PROPN,,[]
is,AUX,,[]
a,DET,,[]
significant,ADJ,,[]
marker,NOUN,,[]
for,ADP,,[]
subclinical,ADJ,,[]
atherosclerosis,NOUN,,[]
.,PUNCT,,[]
Non,PROPN,,[]
-,PROPN,,[]
HDL,PROPN,,[]
Cholesterol,PROPN,,[]
>,X,,[]
7.5mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
indicates,VERB,,[]
an,DET,,[]
Increased,VERB,,[]
risk,NOUN,,[]
of,ADP,,[]
Familial,NOUN,,[]
Hypercholesterolaemia,NOUN,,[]
.,PUNCT,,[]
TRIG,PROPN,,[]
/,SYM,,[]
HDL,PROPN,,[]
RATIO,VERB,,[]
COMMENT,PROPN,,[]
:,PUNCT,,[]
HDL,PROPN,,[]
is,AUX,,[]
closely,ADV,,[]
related,VERB,,[]
to,ADP,,[]
triglycerides,NOUN,,[]
.,PUNCT,,[]
Commonly,ADV,,[]
",",PUNCT,,[]
patients,NOUN,,[]
with,ADP,,[]
elevated,VERB,,[]
triglycerides,NOUN,,[]
also,ADV,,[]
have,VERB,,[]
low,ADJ,,[]
HDL,PROPN,,[]
levels,NOUN,,[]
",",PUNCT,,[]
along,ADP,,[]
with,ADP,,[]
elevated,ADJ,,[]
clotting,NOUN,,[]
factor,NOUN,,[]
levels,NOUN,,[]
.,PUNCT,,[]
The,DET,,[]
triglyceride,ADJ,,[]
/,SYM,,[]
HDL,PROPN,,[]
ratio,NOUN,,[]
is,AUX,,[]
found,VERB,,[]
to,PART,,[]
be,AUX,,[]
one,NUM,,[]
of,ADP,,[]
the,DET,,[]
better,ADJ,,[]
predictors,NOUN,,[]
of,ADP,,[]
heart,NOUN,,[]
disease,NOUN,,[]
.,PUNCT,,[]
Research,NOUN,,[]
shows,VERB,,[]
that,SCONJ,,[]
people,NOUN,,[]
with,ADP,,[]
an,DET,,[]
elevated,ADJ,,[]
triglyceride,ADJ,,[]
/,SYM,,[]
HDL,PROPN,,[]
have,VERB,,[]
16,NUM,,[]
times,NOUN,,[]
the,PRON,,[]
risk,NOUN,,[]
of,ADP,,[]
heart,NOUN,,[]
attack,NOUN,,[]
as,ADP,,[]
those,PRON,,[]
with,ADP,,[]
a,DET,,[]
low,ADJ,,[]
/,SYM,,[]
normal,ADJ,,[]
ratio,NOUN,,[]
.,PUNCT,,[]
Therefore,ADV,,[]
",",PUNCT,,[]
in,ADP,,[]
adults,NOUN,,[]
",",PUNCT,,[]
the,PRON,,[]
triglyceride,ADJ,,[]
/,SYM,,[]
HDL,PROPN,,[]
ratio,NOUN,,[]
should,AUX,,[]
ideally,ADV,,[]
be,AUX,,[]
below,ADP,,[]
2.0,NUM,,[]
TRIG,PROPN,,[]
/,SYM,,[]
HDL,PROPN,,[]
Reference,PROPN,,[]
Range,PROPN,,[]
:,PUNCT,,[]
<,X,,[]
0.9,NUM,,[]
Considered,VERB,,[]
ideal,NOUN,,[]
(,PUNCT,,[]
minimal,ADJ,,[]
risk,NOUN,,[]
),PUNCT,,[]
>,X,,[]
1.7,NUM,,[]
High,ADJ,,[]
(,PUNCT,,[]
moderate,ADJ,,[]
risk,NOUN,,[]
),PUNCT,,[]
>,X,,[]
2.6,NUM,,[]
Very,ADV,,[]
High,ADJ,,[]
(,PUNCT,,[]
high,ADJ,,[]
risk,NOUN,,[]
),PUNCT,,[]
GLUCOSE,PROPN,,[]
(,PUNCT,,[]
FASTING,NOUN,,[]
),PUNCT,,[]
6.6*H,NUM,,[]
3.0,NUM,,[]
-,SYM,,[]
5.4,NUM,,[]
mmol,NOUN,,[]
/,SYM,,[]
L,PROPN,,[]
a,DET,,[]
He,NOUN,,[]
(,PUNCT,,[]
“,PUNCT,,[]
),PUNCT,,[]
Result,VERB,,[]
outside,ADP,,[]
normal,ADJ,,[]
reference,NOUN,,[]
range,NOUN,,[]
(,PUNCT,,[]
H,PROPN,,[]
),PUNCT,,[]
Result,PROPN,,[]
is,AUX,,[]
above,ADP,,[]
upper,ADJ,,[]
limit,NOUN,,[]
of,ADP,,[]
reference,NOUN,,[]
rang,PROPN,,[]
(,PUNCT,,[]
L,PROPN,,[]
),PUNCT,,[]
Result,PROPN,,[]
is,AUX,,[]
below,ADP,,[]
lower,ADJ,,[]
limit,NOUN,,[]
of,ADP,,[]
reference,NOUN,,[]
range,NOUN,,[]
Glucose,PROPN,,[]
Comment,NOUN,,[]
ELEVATED,ADJ,,[]
FASTING,PROPN,,[]
GLUCOSE,PROPN,,[]
:,PUNCT,,[]
Certain,ADJ,,[]
medications,NOUN,,[]
may,AUX,,[]
affect,VERB,,[]
results,NOUN,,[]
.,PUNCT,,[]
Please,INTJ,,[]
correlate,VERB,,[]
clinically,ADV,,[]
.,PUNCT,,[]
In,ADP,,[]
patients,NOUN,,[]
with,ADP,,[]
fasting,VERB,,[]
plasma,NOUN,,[]
glucose,NOUN,GLUC,[]
levels,NOUN,,[]
between,ADP,,[]
5.6,NUM,,[]
-,SYM,,[]
6.9,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
or,CCONJ,,[]
random,ADJ,,[]
plasma,NOUN,,[]
glucose,NOUN,GLUC,[]
levels,NOUN,,[]
between,ADP,,[]
7.8,NUM,,[]
-,SYM,,[]
11.0,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
",",PUNCT,,[]
an,DET,,[]
oral,ADJ,,[]
Glucose,PROPN,,[]
Tolerance,PROPN,,[]
Test,PROPN,,[]
(,PUNCT,,[]
GTT,PROPN,,[]
),PUNCT,,[]
should,AUX,,[]
be,AUX,,[]
performed,VERB,,[]
if,SCONJ,,[]
the,DET,,[]
patient,NOUN,,[]
is,AUX,,[]
at,ADP,,[]
high,ADJ,,[]
risk,NOUN,,[]
for,ADP,,[]
diabetes,NOUN,,[]
.,PUNCT,,[]
Irrespective,ADV,,[]
of,ADP,,[]
any,DET,,[]
GTT,PROPN,,[]
results,NOUN,,[]
",",PUNCT,,[]
a,DET,,[]
fasting,VERB,,[]
plasma,NOUN,,[]
glucose,NOUN,GLUC,[]
6.1,NUM,,[]
-,SYM,,[]
6.9,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
indicates,VERB,,[]
Impaired,ADJ,,[]
Fasting,PROPN,,[]
Glucose,PROPN,,[]
.,PUNCT,,[]
In,ADP,,[]
a,DET,,[]
patient,NOUN,,[]
with,ADP,,[]
symptoms,NOUN,,[]
suggestive,ADJ,,[]
of,ADP,,[]
Diabetes,PROPN,,[]
mellitus,NOUN,,[]
",",PUNCT,,[]
the,DET,,[]
finding,NOUN,,[]
of,ADP,,[]
a,DET,,[]
fasting,NOUN,,[]
plasma,NOUN,,[]
glucose,NOUN,GLUC,[]
of,ADP,,[]
>,SYM,,[]
7.0,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
at,ADV,,[]
least,ADV,,[]
two,NUM,,[]
hours,NOUN,,[]
following,VERB,,[]
a,DET,,[]
meal,NOUN,,[]
",",PUNCT,,[]
is,AUX,,[]
diagnostic,ADJ,,[]
of,ADP,,[]
Diabetes,NOUN,,[]
mellitus,ADJ,,[]
.,PUNCT,,[]
The,DET,,[]
finding,NOUN,,[]
of,ADP,,[]
either,PRON,,[]
of,ADP,,[]
these,DET,,[]
levels,NOUN,,[]
on,ADP,,[]
two,NUM,,[]
occasions,NOUN,,[]
",",PUNCT,,[]
even,ADV,,[]
in,ADP,,[]
the,PRON,,[]
absence,NOUN,,[]
of,ADP,,[]
symptoms,NOUN,,[]
",",PUNCT,,[]
is,AUX,,[]
also,ADV,,[]
diagnostic,ADJ,,[]
of,ADP,,[]
Diabetes,PROPN,,[]
mellitus,ADJ,,[]
.,PUNCT,,[]
INSULIN,NOUN,,[]
(,PUNCT,,[]
FASTING,NOUN,,[]
),PUNCT,,[]
34.1*H,NOUN,,[]
0.0-,PROPN,,[]
17.0,NUM,,[]
mU,NOUN,,[]
/,SYM,,[]
L,PROPN,,[]
ile,NOUN,,[]
HOMA,VERB,,[]
Score,PROPN,,[]
10.0*H,NOUN,,[]
0.0,NUM,,[]
-,SYM,,[]
2.5,NUM,,[]
RATIO,NOUN,,[]
ile,ADV,,[]
Insulin,PROPN,,[]
Tolerance,PROPN,,[]
Test,PROPN,,[]
Comment,PROPN,,[]
FASTING,VERB,,[]
INSULIN,NOUN,,[]
Comment,NOUN,,[]
:,PUNCT,,[]
This,DET,,[]
reference,NOUN,,[]
interval,NOUN,,[]
is,AUX,,[]
for,ADP,,[]
fasting,VERB,,[]
",",PUNCT,,[]
normoglycaemic,ADJ,,[]
and,CCONJ,,[]
non,ADJ,,[]
-,ADJ,,[]
obese,ADJ,,[]
population,NOUN,,[]
.,PUNCT,,[]
A,DET,,[]
fasting,VERB,,[]
glucose,NOUN,GLUC,[]
should,AUX,,[]
be,AUX,,[]
performed,VERB,,[]
together,ADV,,[]
with,ADP,,[]
fasting,VERB,,[]
insulin,NOUN,,[]
to,PART,,[]
ascertain,VERB,,[]
the,PRON,,[]
HOMA,NOUN,,[]
score,NOUN,,[]
.,PUNCT,,[]
The,DET,,[]
HOMA,NOUN,,[]
score,NOUN,,[]
is,AUX,,[]
a,DET,,[]
standard,ADJ,,[]
measure,NOUN,,[]
of,ADP,,[]
insulin,NOUN,,[]
resistance,NOUN,,[]
",",PUNCT,,[]
It,PRON,,[]
is,AUX,,[]
calculated,VERB,,[]
as,ADP,,[]
follows,VERB,,[]
;,PUNCT,,[]
(,PUNCT,,[]
Blood,NOUN,,[]
Glucose,PROPN,,[]
X,PROPN,,[]
Fasting,PROPN,,[]
Insulin,NOUN,,[]
),PUNCT,,[]
/,SYM,,[]
22.5,NUM,,[]
.,PUNCT,,[]
HOMA,PROPN,,[]
Resistance,PROPN,,[]
Grade,PROPN,,[]
<,X,,[]
=,SYM,,[]
2.0,NUM,,[]
Normal,ADJ,,[]
2.1,NUM,,[]
-,SYM,,[]
2.2,NUM,,[]
Borderline,NOUN,,[]
2.3,NUM,,[]
-,SYM,,[]
3.0,NUM,,[]
Moderate,ADJ,,[]
>,PUNCT,,[]
=,NUM,,[]
3.1,NUM,,[]
Severe,ADJ,,[]
BLOOD,NOUN,,[]
-,PUNCT,,[]
EDTA,PROPN,,[]
GLYCOSYLATED,ADJ,,[]
HB,PROPN,,[]
5.9*H,NUM,,[]
4.4,NUM,,[]
-,SYM,,[]
5.6,NUM,,[]
%,NOUN,,[]
a,PRON,,[]
ai,NOUN,,[]
Glycated,PROPN,,[]
Haemoglobin,PROPN,HGB,[]
Comment,PROPN,,[]
GLYCOSYLATED,PROPN,,[]
HAEMOGLOBIN,NOUN,,[]
COMMENT,PROPN,,[]
:,PUNCT,,[]
The,DET,,[]
goal,NOUN,,[]
of,ADP,,[]
diabetes,NOUN,,[]
therapy,NOUN,,[]
should,AUX,,[]
be,AUX,,[]
a,DET,,[]
glycated,ADJ,,[]
haemoglobin,NOUN,,[]
(,PUNCT,,[]
HbA,PROPN,,[]
Ic,PROPN,,[]
),PUNCT,,[]
level,NOUN,,[]
of,ADP,,[]
<,X,,[]
7,NUM,,[]
%,NOUN,,[]
.,PUNCT,,[]
The,DET,,[]
treatment,NOUN,,[]
level,NOUN,,[]
should,AUX,,[]
be,AUX,,[]
re,VERB,,[]
-,VERB,,[]
evaluated,VERB,,[]
if,SCONJ,,[]
the,DET,,[]
HbAIc,NUM,,[]
level,NOUN,,[]
is,AUX,,[]
>,X,,[]
8,NUM,,[]
%,NOUN,,[]
.,PUNCT,,[]
ENDOCRINOLOGY,NOUN,,[]
BLOOD,NOUN,,[]
-,PUNCT,,[]
SERUM,PROPN,,[]
Result,PROPN,,[]
Range,PROPN,,[]
Units,NOUN,,[]
THYROID,NOUN,,[]
FUNCTION,NOUN,,[]
ASSESSMENT,NOUN,,[]
TSH,PROPN,,[]
2.36,NUM,,[]
 ,SPACE,,[]
0.50,NUM,,[]
-,PUNCT,,[]
5.00,NUM,,[]
mU,NUM,,[]
/,SYM,,[]
L,PROPN,,[]
e,NOUN,,[]
a,PRON,,[]
FREE,ADJ,,[]
T4,PROPN,TT4,[]
16.9,NUM,,[]
12.0,NUM,,[]
-,SYM,,[]
22.0,NUM,,[]
pmol,NOUN,,[]
/,SYM,,[]
L,PROPN,,[]
a,DET,,[]
e@,PROPN,,[]
a,DET,,[]
FREE,ADJ,,[]
T3,NOUN,TT3,[]
6.3,NUM,,[]
3.1,NUM,,[]
-,SYM,,[]
6.8,NUM,,[]
pmolL,PROPN,,[]
e@,PROPN,,[]
a,PRON,,[]
Reverse,VERB,,[]
T3,NOUN,TT3,[]
545.0*H,PROPN,,[]
230.0,NUM,,[]
-,SYM,,[]
540.0,NUM,,[]
pmol,NOUN,,[]
/,SYM,,[]
L,NOUN,,[]
e,NOUN,,[]
FT3,NOUN,,[]
:,PUNCT,,[]
Reverse,VERB,,[]
T3,NOUN,TT3,[]
Ratio,NOUN,,[]
(,PUNCT,,[]
X,NOUN,,[]
100,NUM,,[]
),PUNCT,,[]
1.161,NUM,,[]
*,PUNCT,,[]
L,NOUN,,[]
1.200,NUM,,[]
-,PUNCT,,[]
2.200,NUM,,[]
a,DET,,[]
e,NOUN,,[]
a,PRON,,[]
(,PUNCT,,[]
“,PUNCT,,[]
),PUNCT,,[]
Result,VERB,,[]
outside,ADP,,[]
normal,ADJ,,[]
reference,NOUN,,[]
range,NOUN,,[]
(,PUNCT,,[]
H,PROPN,,[]
),PUNCT,,[]
Result,PROPN,,[]
is,AUX,,[]
above,ADP,,[]
upper,ADJ,,[]
limit,NOUN,,[]
of,ADP,,[]
reference,NOUN,,[]
rang,PROPN,,[]
(,PUNCT,,[]
L,PROPN,,[]
),PUNCT,,[]
Result,PROPN,,[]
is,AUX,,[]
below,ADP,,[]
lower,ADJ,,[]
limit,NOUN,,[]
of,ADP,,[]
reference,NOUN,,[]
range,NOUN,,[]
THYROID,NOUN,,[]
TEST,NOUN,,[]
COMMENTS,NOUN,,[]
TSH,PROPN,,[]
has,AUX,,[]
been,AUX,,[]
adopted,VERB,,[]
as,ADP,,[]
the,DET,,[]
initial,ADJ,,[]
test,NOUN,,[]
of,ADP,,[]
a,DET,,[]
thyroid,NOUN,,[]
function,NOUN,,[]
.,PUNCT,,[]
Certain,ADJ,,[]
medications,NOUN,,[]
and,CCONJ,,[]
conditions,NOUN,,[]
may,AUX,,[]
affect,VERB,,[]
results,NOUN,,[]
.,PUNCT,,[]
Please,INTJ,,[]
correlate,VERB,,[]
clinically,ADV,,[]
.,PUNCT,,[]
Repeat,NOUN,,[]
testing,NOUN,,[]
in,ADP,,[]
6,NUM,,[]
-,SYM,,[]
8,NUM,,[]
weeks,NOUN,,[]
if,SCONJ,,[]
clinically,ADV,,[]
indicated,VERB,,[]
.,PUNCT,,[]
Reference,NOUN,,[]
ranges,VERB,,[]
developed,VERB,,[]
using,VERB,,[]
populations,NOUN,,[]
without,ADP,,[]
thyroid,NOUN,,[]
disease,NOUN,,[]
suggest,VERB,,[]
that,SCONJ,,[]
the,PRON,,[]
optimal,ADJ,,[]
TSH,ADJ,,[]
range,NOUN,,[]
for,ADP,,[]
thyroid,NOUN,,[]
function,NOUN,,[]
should,AUX,,[]
be,AUX,,[]
0.5,NUM,,[]
-,SYM,,[]
2.0OmIU,NUM,,[]
/,SYM,,[]
L.,PROPN,,[]
FREE,ADJ,,[]
T4,NOUN,TT4,[]
and,CCONJ,,[]
FREE,ADJ,,[]
T3,NOUN,TT3,[]
Free,ADJ,,[]
T4,PROPN,TT4,[]
and,CCONJ,,[]
T3,PROPN,TT3,[]
represent,VERB,,[]
bioactive,NOUN,,[]
portion,NOUN,,[]
of,ADP,,[]
thyroid,NOUN,,[]
hormone,NOUN,,[]
.,PUNCT,,[]
The,DET,,[]
test,NOUN,,[]
results,NOUN,,[]
can,AUX,,[]
identify,VERB,,[]
functional,ADJ,,[]
or,CCONJ,,[]
subclinical,ADJ,,[]
hyper-,NOUN,,[]
and,CCONJ,,[]
hypothyroidism,NOUN,,[]
and,CCONJ,,[]
overt,NOUN,,[]
hypo-,PROPN,,[]
and,CCONJ,,[]
hyperthyroidism,NOUN,,[]
.,PUNCT,,[]
T4,PROPN,TT4,[]
converts,NOUN,,[]
to,ADP,,[]
active,ADJ,,[]
T3,NOUN,TT3,[]
or,CCONJ,,[]
inactive,VERB,,[]
rT3,PROPN,,[]
.,PUNCT,,[]
The,DET,,[]
results,NOUN,,[]
should,AUX,,[]
always,ADV,,[]
be,AUX,,[]
interpreted,VERB,,[]
in,ADP,,[]
association,NOUN,,[]
with,ADP,,[]
TSH,PROPN,,[]
.,PUNCT,,[]
REVERSE,ADJ,,[]
T3,NOUN,TT3,[]
levels,NOUN,,[]
can,AUX,,[]
increase,VERB,,[]
when,SCONJ,,[]
peripheral,ADJ,,[]
conversion,NOUN,,[]
of,ADP,,[]
T4,PROPN,TT4,[]
to,ADP,,[]
active,ADJ,,[]
T3,NOUN,TT3,[]
is,AUX,,[]
impaired,ADJ,,[]
.,PUNCT,,[]
Peripheral,ADJ,,[]
thyroid,NOUN,,[]
imbalances,NOUN,,[]
may,AUX,,[]
arise,VERB,,[]
from,ADP,,[]
nutrient,ADJ,,[]
deficiencies,NOUN,,[]
",",PUNCT,,[]
heavy,ADJ,,[]
metal,NOUN,,[]
exposure,NOUN,,[]
",",PUNCT,,[]
adrenal,ADJ,,[]
stress,NOUN,,[]
",",PUNCT,,[]
enzyme,NOUN,,[]
deficiencies,NOUN,,[]
",",PUNCT,,[]
and,CCONJ,,[]
chronic,ADJ,,[]
illnesses,NOUN,,[]
.,PUNCT,,[]
ELEVATED,ADJ,,[]
REVERSE,PROPN,,[]
T3,NOUN,TT3,[]
LEVEL,NOUN,,[]
:,PUNCT,,[]
A,DET,,[]
high,ADJ,,[]
or,CCONJ,,[]
high,ADJ,,[]
normal,ADJ,,[]
rT3,PROPN,,[]
level,NOUN,,[]
may,AUX,,[]
inhibit,VERB,,[]
the,DET,,[]
action,NOUN,,[]
of,ADP,,[]
T3,NOUN,TT3,[]
.,PUNCT,,[]
Elevated,VERB,,[]
rT3,PROPN,,[]
may,AUX,,[]
therefore,ADV,,[]
lead,VERB,,[]
to,ADP,,[]
symptoms,NOUN,,[]
of,ADP,,[]
hypothyroidism,NOUN,,[]
even,ADV,,[]
if,SCONJ,,[]
levels,NOUN,,[]
of,ADP,,[]
TSH,PROPN,,[]
",",PUNCT,,[]
T4,PROPN,TT4,[]
&,CCONJ,,[]
T3,PROPN,TT3,[]
are,AUX,,[]
adequate,ADJ,,[]
.,PUNCT,,[]
Treatment,PROPN,,[]
Considerations,NOUN,,[]
:,PUNCT,,[]
Consider,VERB,,[]
T3,NOUN,TT3,[]
therapy,NOUN,,[]
Assess,VERB,,[]
and,CCONJ,,[]
treat,VERB,,[]
iron,NOUN,,[]
",",PUNCT,,[]
selenium,NOUN,,[]
",",PUNCT,,[]
iodine,NOUN,,[]
and,CCONJ,,[]
zinc,NOUN,,[]
THYROID,NOUN,,[]
AUTO,PROPN,,[]
-,PUNCT,,[]
Abs,PROPN,,[]
THYROID,NOUN,,[]
PEROXIDASE,PROPN,,[]
Ab,PROPN,,[]
.,PUNCT,,[]
9.0,NUM,,[]
0.0,NUM,,[]
-,SYM,,[]
35.0,NUM,,[]
[,X,,[]
U,PROPN,,[]
/,SYM,,[]
mL,X,,[]
e,PROPN,,[]
pS,NOUN,,[]
ANTITHYROGLOBULIN,PROPN,,[]
Ab,PROPN,,[]
.,PUNCT,,[]
12.9,NUM,,[]
0.0,NUM,,[]
-,SYM,,[]
115,NUM,,[]
[,X,,[]
U,NOUN,,[]
/,SYM,,[]
mL,PROPN,,[]
@,ADP,,[]
||,NOUN,,[]
TSH,ADJ,,[]
RECEPTOR,NOUN,,[]
AB,PROPN,,[]
0.8,NUM,,[]
0.0,NUM,,[]
-,SYM,,[]
1.8,NUM,,[]
Tests,NOUN,,[]
ordered,VERB,,[]
:,PUNCT,,[]
TSHA,PROPN,,[]
",",PUNCT,,[]
ESR,PROPN,,[]
",",PUNCT,,[]
HBA1C,PROPN,,[]
",",PUNCT,,[]
INSF,PROPN,,[]
",",PUNCT,,[]
LDH,PROPN,,[]
",",PUNCT,,[]
MG,PROPN,,[]
",",PUNCT,,[]
PHOS,PROPN,,[]
",",PUNCT,,[]
URAT,PROPN,,[]
",",PUNCT,,[]
FBE,PROPN,,[]
",",PUNCT,,[]
IS,PROPN,,[]
",",PUNCT,,[]
FATS,PROPN,,[]
",",PUNCT,,[]
LFT,PROPN,,[]
",",PUNCT,,[]
FGLU,PROPN,,[]
",",PUNCT,,[]
LIP,PROPN,,[]
",",PUNCT,,[]
UEC,PROPN,,[]
",",PUNCT,,[]
TFA,PROPN,,[]
",",PUNCT,,[]
ITTCOM,PROPN,,[]
",",PUNCT,,[]
Corca,PROPN,,[]
Pro,PROPN,,[]
",",PUNCT,,[]
eGFR,PROPN,EGFR,[]
",",PUNCT,,[]
UECom,PROPN,,[]
",",PUNCT,,[]
GLUCom,PROPN,,[]
",",PUNCT,,[]
IMPEI,PROPN,,[]
",",PUNCT,,[]
GHBCOM,PROPN,,[]
",",PUNCT,,[]
VITD,PROPN,,[]
",",PUNCT,,[]
THAB,PROPN,,[]
",",PUNCT,,[]
CFee,PROPN,,[]
",",PUNCT,,[]
HOMA,NOUN,,[]
(,PUNCT,,[]
“,PUNCT,,[]
),PUNCT,,[]
Result,VERB,,[]
outside,ADP,,[]
normal,ADJ,,[]
reference,NOUN,,[]
range,NOUN,,[]
(,PUNCT,,[]
H,PROPN,,[]
),PUNCT,,[]
Result,PROPN,,[]
is,AUX,,[]
above,ADP,,[]
upper,ADJ,,[]
limit,NOUN,,[]
of,ADP,,[]
reference,NOUN,,[]
rang,PROPN,,[]
(,PUNCT,,[]
L,PROPN,,[]
),PUNCT,,[]
Result,PROPN,,[]
is,AUX,,[]
below,ADP,,[]
lower,ADJ,,[]
limit,NOUN,,[]
of,ADP,,[]
reference,NOUN,,[]
range,NOUN,,[]
